Symbol,Price_Increase_Percentage
GLSTU,237.88
DLPN,237.78
FLX,237.69
BIOX,237.50
GDTC,237.50
MVIS,237.50
SKYT,237.48
AMRC,236.84
SHFS,236.67
PLX,236.59
AS,236.30
COSM,236.17
CLSK,235.87
BDRY,235.77
VHI,235.65
LCTX,235.42
LINK,235.38
KPTI,235.09
KNDI,234.83
AMSC,234.68
CIA,234.27
VCAR,234.18
FTAI,234.08
PGEN,233.85
AVD,233.33
HUSA,233.33
SNYR,233.33
RERE,233.33
EBON,233.10
EXFY,233.06
CSBR,233.06
HUHU,233.00
SLND,232.97
XLO,232.76
VFSWW,232.14
HTZ,231.98
SOXL,231.87
JFU,231.86
NVDS,231.38
XNET,231.03
GNTA,230.91
GL,230.63
LOOP,230.21
CREG,230.19
AACG,230.00
WWR,230.00
UBX,229.79
SHMD,229.57
AEVA,229.55
ACB,229.23
VVOS,228.80
GPRO,228.77
RVNC,228.70
MEG,228.53
WALD,228.33
ATYR,228.17
ENVX,227.72
INDO,227.59
PROP,227.49
MNY,227.38
IMTX,227.08
XYLO,227.04
SKE,227.02
NVDU,227.02
AKRO,226.99
CONI,226.86
FIVE,226.82
SPWH,226.47
BTBT,226.14
CKPT,226.09
FXP,226.08
CYTH,225.45
NGVC,225.30
NAK,225.00
DLHC,225.00
SARK,224.91
MBLY,224.43
CWD,224.32
NVDX,224.29
NVDL,224.14
SSP,224.05
HEPS,224.00
RAYA,223.64
BROS,223.58
HNRG,223.33
MOVE,223.21
MODD,223.17
QFIN,222.97
EWCZ,222.92
LFMD,222.81
TMDX,222.49
PLUG,222.37
VSCO,222.29
BILI,222.21
TERN,222.03
GH,221.88
SGRP,221.65
SERA,221.61
DUST,221.54
RSI,221.46
CRDF,221.00
ATOS,220.83
SRTS,220.62
PRSO,220.55
ARVN,220.54
ICAD,220.34
MGRM,220.26
BRKH,220.11
GOSS,220.00
GPCR,219.94
SOC,219.78
CENN,219.44
FENG,219.23
MCTR,219.15
BQ,218.97
TSLW,218.88
DMAC,218.69
IQ,218.68
MBX,218.66
RUN,218.45
IINN,218.18
IESC,218.17
INCR,217.95
ATKR,217.84
PERI,217.80
TATT,217.51
EHTH,217.32
DSGN,217.14
GEO,217.04
MATV,216.96
CNET,216.78
INDV,216.78
CTNM,216.55
BTSG,216.18
USLM,216.04
LSH,215.88
BIRD,215.79
MTTR,215.61
BLMN,215.50
VANI,215.45
UPLD,215.08
AIRS,215.07
NB,214.96
AADI,214.88
CHCI,214.78
XIN,214.73
ARCT,214.69
MJUS,214.67
PCTTU,214.57
TRVG,214.37
CGTL,214.24
VTSI,214.03
STOK,213.93
ARRY,213.91
ACET,213.58
UAL,213.34
VXRT,213.33
LVLU,213.24
WRAP,213.22
INVE,213.22
SDOT,212.50
TELA,212.17
DPST,212.17
ARTW,212.03
CMP,211.98
BNTC,211.97
AMN,211.84
SNDA,211.74
AIRI,211.55
IPX,211.44
WEBL,211.00
PRPL,210.67
BB,210.45
TPC,210.42
SGMT,210.04
ABVX,210.02
BWEN,210.00
AKBA,210.00
RRGB,209.76
NPCE,209.72
POWW,209.47
BITF,209.43
MPTI,209.13
SYNX,209.05
RILYN,208.96
SMWB,208.93
ALMS,208.20
INMB,207.87
OP,207.84
CAVA,207.75
ENZ,207.32
GIPR,206.67
IONR,206.56
SOFI,206.49
RILYT,205.78
RAPP,205.65
CALC,205.37
DXPE,205.36
DDD,205.23
CYBN,205.23
AVGX,204.96
ATEC,204.92
DUOL,204.56
YSXT,204.37
FTRE,204.30
GCI,204.10
LAB,204.00
CDE,203.94
NAMSW,203.44
ALVR,203.39
EVAV,203.15
IRON,203.12
MSC,202.93
SGHC,202.85
SRZN,202.83
NOTE,202.67
AIOT,202.43
DULL,201.98
TELO,201.93
AMR,201.60
CIFR,201.51
CMCM,201.33
NTGR,201.05
MED,200.74
RYAM,200.58
HIMX,200.43
VRM,200.42
MYGN,200.20
POWL,200.15
PARR,200.00
