Symbol,Price_Increase_Percentage
TENX,184.84
ETNB,184.62
RECT,184.44
LWAY,184.39
CDTX,184.09
IESC,183.94
BWLP,183.84
PCRX,183.78
TOMZ,183.55
MP,183.53
DBRG,183.15
DARE,183.15
LTRN,182.75
LEG,182.72
ATEC,182.58
FNA,182.37
CLNE,182.31
RBRK,182.29
TLPH,182.22
INLX,182.05
DAWN,181.90
FORM,181.80
JOB,181.74
ASC,181.73
TEO,181.52
GDYN,181.15
PBI,180.87
CYH,180.69
CRDF,180.57
BMA,180.48
PARR,180.44
MXC,180.31
ELUT,180.21
TLN,180.16
ATLC,180.15
QS,180.00
DK,179.95
GRNQ,179.72
RZLT,179.26
NWL,179.15
BLTE,179.13
ADVB,178.91
LMB,178.72
SNTG,178.60
VERA,178.52
JKS,178.39
VHC,178.31
CWD,178.22
ALB,178.17
AFCG,178.11
CMBT,177.91
BTMD,177.63
CTRM,177.27
NPCE,177.25
COOT,177.25
NXGL,177.17
ABEO,177.05
RYAM,176.72
GCO,176.71
CRL,176.67
STNG,176.43
NNBR,176.33
SPRU,176.27
RDUS,176.25
CCSI,176.25
JACK,176.14
NTIC,175.84
USLM,175.72
BBNX,175.59
QFIN,175.56
PMVP,175.27
AAP,174.87
VRDN,174.75
OABI,174.59
FTAI,174.34
OLPX,174.26
TPB,174.25
XLO,174.19
CCB,174.13
BILL,174.12
KYMR,174.02
GSAT,174.00
DXYN,173.87
ONEG,173.65
EVO,173.59
ACB,173.39
ASTH,173.36
CHWY,173.09
DTST,173.04
EDUC,172.99
MPAA,172.71
CSAN,172.62
LTH,172.61
SGML,172.34
TALK,172.19
HI,172.06
LITE,171.68
DELL,171.29
IMCR,171.02
IMVT,170.99
NVRI,170.97
CVU,170.83
MRVL,170.77
CMND,170.59
DV,170.40
ADAG,170.24
FGF,170.23
LENZ,169.97
INDV,169.85
JILL,169.83
UIS,169.79
FPAY,169.78
VRNT,169.75
ALTO,169.74
ICHR,169.57
DIBS,169.57
GO,169.40
WWW,169.29
SFWL,169.14
YAAS,168.99
MKSI,168.78
TOPS,168.68
DRRX,168.57
CFFI,168.28
CMPR,168.27
OSS,168.13
REI,167.95
CDZI,167.91
GBR,167.61
BROG,167.50
FORD,167.42
AGIO,167.32
AMBI,167.10
MTSR,166.75
AEO,166.42
AVNW,166.41
AHT,166.24
RVLV,166.17
TLS,166.14
AXL,166.00
NVCT,165.77
SSRM,165.74
FENC,165.66
BLND,165.62
ANGI,165.00
TRIP,164.91
RXO,164.89
QRVO,164.84
AI,164.71
CCTG,164.17
NSYS,164.14
SM,164.06
WPRT,164.00
DALN,163.76
THRY,163.67
AQST,163.64
MOGO,163.51
APYX,163.44
DIOD,163.41
FSLR,163.19
STM,163.13
DHX,163.10
SELX,163.00
TPC,162.94
IEP,162.72
GCI,162.62
OB,162.33
RDVT,162.32
RXT,162.22
NAII,162.09
PACK,162.03
SCVL,161.83
AXON,161.77
ERO,161.72
RPAY,161.48
IGC,161.39
EVEX,161.37
CELC,161.16
AVPT,161.15
TORO,160.75
BEAM,160.72
WTI,160.55
LBRT,160.53
RNA,160.34
VOC,160.25
STG,160.24
ARCB,160.08
PESI,160.00
UK,160.00
LEE,159.79
REFR,159.65
SOHO,159.52
SNDX,159.52
LSEA,159.52
CRNX,159.46
DECA,159.33
MLSS,159.33
AMWL,159.20
MGNI,159.00
ELMD,158.81
MCRP,158.72
GPMT,158.69
GSHD,158.35
LSPD,158.31
LRN,158.14
SRAD,158.12
EFOI,158.12
SEAT,158.05
TPR,157.88
NUVB,157.79
TRML,157.70
FRHC,157.55
STKS,157.38
HCAT,157.38
AGAE,157.38
LVRO,157.35
ASMB,157.16
NTCL,157.08
CLBT,156.84
SNCR,156.81
EPOW,156.45
ARIS,156.42
INNV,156.32
RBLX,156.31
COTY,156.18
TPCS,156.10
INTA,156.06
XRAY,156.00
MU,156.00
AURA,155.79
BWAY,155.75
NRXS,155.41
NIO,155.30
OGI,155.29
GRPN,155.23
HOFT,154.83
LGO,154.71
GTN,154.64
MYE,154.42
VCYT,154.27
HLF,153.97
ARQT,153.93
JBI,153.72
IMUX,153.64
KZR,153.59
AVBP,153.45
MAZE,153.35
CHNR,153.22
YQ,153.17
DSX,153.15
CLW,153.01
BARK,152.97
BRN,152.96
PAM,152.85
PGNY,152.80
ROG,152.72
FUTU,152.66
IMMP,152.65
GAUZ,152.21
GNFT,152.16
PACB,151.85
BRKR,151.67
ASAN,151.54
GOGL,151.52
CLPS,151.48
SLI,151.43
CXDO,151.37
GTEC,151.35
DSS,151.30
ICLR,151.05
OXM,151.04
TOUR,151.03
AZTA,150.71
LC,150.67
DRTS,150.66
YJ,150.35
PTGX,150.21
HLP,150.03
AXR,149.87
NVO,149.75
HAFN,149.72
PDFS,149.69
NABL,149.56
THRM,149.43
CVR,149.38
COHR,149.23
DCGO,149.12
ST,149.08
ATAI,149.03
ATGE,148.87
BHC,148.74
OEC,148.33
DIN,148.31
GDST,148.20
TER,148.15
CRGY,148.02
ISSC,147.86
CLB,147.83
MUR,147.68
EGY,147.67
BRTX,147.57
DXPE,147.54
HEES,147.51
CNDT,147.47
HY,147.41
OCX,147.14
LU,147.00
ANGO,146.80
AHR,146.76
VET,146.69
RERE,146.67
MTLS,146.56
TAC,146.46
HUDI,146.43
CNTA,146.32
ATER,146.15
BRIA,146.07
APA,146.02
WRBY,145.97
BLZE,145.70
UNIT,145.53
BANL,145.45
CHCI,145.42
COIN,145.30
WGRX,145.26
GEOS,145.23
SCHL,145.22
SPRY,145.17
FARO,145.04
AMD,144.87
GNSS,144.85
SNAP,144.77
CAR,144.77
ADUR,144.76
LLYVA,144.71
BTSG,144.53
MTEX,144.30
LE,143.93
NUS,143.90
MTR,143.80
ACDC,143.75
MVIS,143.75
SPOT,143.74
PBYI,143.60
NXDT,143.59
PTCT,143.35
LAW,143.32
ATXG,143.30
IDCC,143.26
HIPO,143.07
CEVA,143.07
ARQ,142.94
ENTG,142.91
VNRX,142.86
TGS,142.73
FORR,142.59
PAGS,142.55
HUYA,142.55
INSW,142.43
GDRX,142.41
APGE,142.37
ALOT,142.36
LOMA,142.36
SG,142.32
DADA,142.31
PUMP,142.30
YOU,142.24
DXCM,142.07
DLO,141.86
IDR,141.77
ERJ,141.72
DNTH,141.54
SOPH,141.54
ARL,141.46
TEAM,140.96
SATS,140.77
CINT,140.72
CLVT,140.46
AOUT,140.40
DOW,140.18
BEAT,140.00
SABR,139.90
ESLT,139.59
JBLU,139.48
SGC,139.41
CCRD,139.41
ALK,139.36
HE,139.34
DQ,139.15
DECK,138.99
CVAC,138.91
LIQT,138.81
DINO,138.73
PAYO,138.69
VREX,138.52
ACRE,138.51
STHO,138.49
SLS,138.34
MX,138.25
JOBY,138.22
LTRX,138.22
MSN,138.03
MXCT,138.01
LASR,137.58
WAY,137.46
AMPH,137.40
SEMR,137.22
FPH,137.10
ODV,137.07
FRO,137.02
ICFI,136.69
KGC,136.61
LQDT,136.57
OFLX,136.51
XBIO,136.36
TFIN,136.23
PETS,136.21
LGIH,136.17
EM,136.00
ARM,135.94
FEIM,135.85
BCRX,135.73
MAPS,135.71
CLSD,135.68
IHS,135.66
CHRD,135.53
RELY,135.52
USIO,135.48
LZ,135.46
AIOT,135.41
CGEN,135.40
OESX,135.38
UWMC,135.27
SSKN,135.06
TEN,134.93
CEPU,134.79
FC,134.74
ANGH,134.55
SYNA,134.45
MIRM,134.40
CGNX,134.36
SONO,134.33
CIEN,134.27
BRAG,134.27
EXK,134.25
SOGP,134.23
SLSR,134.21
PGY,134.15
ELAN,134.12
PED,133.99
ALTI,133.91
KIRK,133.64
WGO,133.56
UUUU,133.44
CTKB,133.33
INFA,133.16
ULH,133.11
RAND,133.11
EGHT,133.11
KVYO,133.07
WBA,133.04
CLAR,133.02
CRSR,132.92
FGBI,132.82
CXW,132.68
GLSI,132.63
SNDL,132.54
MRNO,132.46
IDN,132.29
MSB,132.27
NMM,132.25
ARDX,132.09
TGI,132.06
UEC,131.95
SDHC,131.94
CCO,131.70
MBI,131.68
CRI,131.63
URGN,131.54
AIP,131.50
TSVT,131.44
KEQU,131.44
PWP,131.42
AVAV,131.39
HLIO,131.38
EFXT,131.37
EVLV,131.34
HITI,131.31
NX,131.29
CTSO,131.12
ALGN,131.05
MGRM,131.04
VANI,130.84
XPEL,130.80
PMCB,130.75
PLTK,130.73
ITRG,130.62
PMEC,130.61
INTG,130.56
GENC,130.37
VMEO,130.32
REGN,130.27
TDOC,130.11
AMRK,130.05
BODI,130.00
NB,129.91
PAY,129.87
CJMB,129.59
ABCL,129.56
LCID,129.53
DOOO,129.53
NYC,129.30
PLG,129.29
NXE,129.16
ATNI,128.77
FLXS,128.72
DNN,128.70
CWAN,128.62
OLED,128.54
CVI,128.54
PTEN,128.42
GAMB,128.23
IBKR,128.11
ILMN,128.03
BRLT,128.00
LOAR,127.84
DERM,127.81
SBLK,127.78
MNRO,127.69
MNOV,127.68
QTWO,127.64
IMOS,127.62
ATRC,127.61
LSCC,127.36
GENI,127.29
MGTX,127.27
ENLV,127.13
ANIK,126.97
CRWD,126.88
CERS,126.79
KD,126.78
OBE,126.75
ASH,126.72
HZO,126.71
FOUR,126.67
MOD,126.64
AUPH,126.54
ESTA,126.44
HBI,126.37
TALO,126.21
HLX,126.17
CRSP,125.97
MRX,125.92
LIND,125.83
ELVN,125.79
DAKT,125.77
CEG,125.64
MTUS,125.51
RNXT,125.32
CMCM,125.25
FRPT,125.06
ARLO,125.00
AES,124.80
ANET,124.77
QUAD,124.75
AAL,124.71
LSTA,124.60
BASE,124.51
ACLX,124.25
QIPT,124.19
EDU,123.91
AGYS,123.89
HWM,123.81
FLWS,123.79
MHH,123.78
UTI,123.72
MYPS,123.68
REAX,123.51
ARKO,123.36
PATH,123.35
YRD,123.30
SLNG,123.18
MLYS,123.06
VERX,123.03
LOB,122.97
DAN,122.96
RC,122.90
NOG,122.89
CENX,122.72
MVO,122.68
MNMD,122.60
SLP,122.60
DG,122.60
GAIA,122.53
UUU,122.52
STKL,122.50
TNK,122.49
ILPT,122.45
CNK,122.30
NRT,122.16
MANH,122.00
AACG,122.00
PERF,121.94
GDOT,121.90
AA,121.88
KIND,121.85
FUNC,121.70
HBB,121.62
RCL,121.56
WS,121.55
PHVS,121.55
MNSO,121.50
DOCU,121.48
STNE,121.37
PYPD,121.30
MAMA,121.29
SQFT,121.28
PZG,121.15
JHX,120.94
ACMR,120.91
TFII,120.67
STRL,120.40
PRA,120.26
EE,120.23
COYA,120.22
NTRA,120.14
BZH,120.09
TBBK,120.05
NYXH,120.00
AWRE,120.00
BLDE,119.99
CWH,119.90
QD,119.74
MOGU,119.63
SNFCA,119.55
GOOS,119.17
SGA,119.16
AMBA,119.12
CEAD,118.93
ATAT,118.92
KALU,118.85
PMTS,118.84
MPWR,118.67
TAYD,118.64
SA,118.62
PXS,118.58
PDS,118.43
RBBN,118.26
BAND,118.22
UROY,118.18
FBIO,118.11
EVR,118.03
HKIT,118.00
VLRS,118.00
PAR,117.91
NRDS,117.88
HMY,117.88
FORA,117.84
HUN,117.82
TRNS,117.79
GBTC,117.67
WEAV,117.65
FICO,117.29
KELYA,117.29
SAIA,117.23
ROKU,117.17
LFCR,117.16
NGL,117.14
VIRC,117.14
BABA,117.13
EVRI,117.11
AXSM,117.02
TCBX,117.00
APEI,116.95
CRESY,116.92
IMPP,116.82
CMRE,116.77
PEB,116.73
DASH,116.72
IMMX,116.67
LDWY,116.61
GTLS,116.56
VEON,116.55
AESI,116.44
IGIC,116.37
MOV,116.34
IH,116.33
BIIB,116.30
INFU,116.27
FARM,116.25
NOAH,116.25
FSTR,116.23
IHT,116.00
VBNK,115.98
RVP,115.97
TEX,115.95
FTDR,115.95
PAHC,115.85
BHR,115.85
IAG,115.70
SFL,115.63
OKYO,115.48
CTRN,115.46
IMMR,115.46
UPWK,115.44
CYTK,115.39
JAMF,115.39
COUR,115.28
ARKR,115.27
BYFC,115.23
CARS,115.20
BZ,115.14
PYCR,115.11
BGS,115.05
DCOM,114.98
WILC,114.91
DRD,114.82
EMBC,114.80
LION,114.72
PBPB,114.65
CZR,114.63
GRND,114.53
TG,114.42
ALNY,114.40
IZEA,114.29
SCL,114.27
IBEX,114.08
BWIN,114.03
RVMD,113.92
OCS,113.90
LYFT,113.79
BC,113.78
WDC,113.74
UG,113.53
WEX,113.52
PSTG,113.47
PZZA,113.36
USCB,113.27
WRAP,113.22
LXU,113.11
LNTH,113.05
CFLT,113.04
LBRDA,112.93
SSYS,112.89
ACTU,112.89
RPD,112.68
FSFG,112.65
VICR,112.62
ACTG,112.57
TGLS,112.48
KALV,112.33
BBWI,112.30
CNXC,112.24
IAS,112.15
HDSN,112.13
M,112.09
USM,112.07
DHC,112.00
ELVA,111.98
UGP,111.96
ASTC,111.90
PANL,111.70
VRN,111.38
DESP,111.35
OGN,111.34
CSTL,111.32
SKLZ,111.30
AEAE,111.16
CALM,111.12
NMG,111.04
WING,111.02
CVE,110.95
ROAD,110.92
LILA,110.92
CWK,110.86
XP,110.72
ARAY,110.71
CMP,110.65
CLPR,110.65
MITK,110.53
ATUS,110.53
SAFE,110.53
JEF,110.49
ALIT,110.47
WST,110.44
OSPN,110.43
INTC,110.42
FTNT,110.41
COHN,110.33
PVH,110.32
AVGO,110.32
HAL,110.31
USNA,110.31
HNNA,110.30
VAC,110.30
ICUI,110.25
PSN,110.23
AIRT,110.16
WIX,110.16
MRBK,110.06
SB,109.95
NSPR,109.83
SKYW,109.83
JAKK,109.79
AVNS,109.76
EEX,109.64
VLN,109.58
AGI,109.57
FUN,109.49
PEN,109.46
LYB,109.39
FMC,109.32
FEMY,109.30
INSP,109.27
MLR,109.22
DAVA,109.22
PJT,109.21
GNK,109.20
CUK,109.12
SEG,108.90
AAON,108.86
BEKE,108.73
TDC,108.63
OSUR,108.58
SSTI,108.48
CCL,108.42
GSM,108.42
PEGA,108.38
DDOG,108.35
TAL,108.30
INGN,108.28
WEST,108.14
EP,108.13
RDNT,108.11
CHEF,108.10
LINC,108.10
LEGN,108.03
VNO,107.98
YMM,107.96
GXO,107.91
CERT,107.88
DLTR,107.84
BFH,107.82
APOG,107.77
HHS,107.73
NVT,107.60
SMID,107.59
CVV,107.51
ASLE,107.51
SOHU,107.46
BLCO,107.36
AMTD,107.35
BZUN,107.35
DCBO,107.15
WHD,107.13
GPRK,107.07
NRIM,107.00
TOST,106.94
AMAT,106.81
VIK,106.69
NAT,106.57
HIHO,106.48
MIR,106.48
HYMC,106.15
NNDM,105.99
UFPT,105.55
EOLS,105.54
DVN,105.48
OWLT,105.45
KWR,105.43
SPHR,105.41
GWRE,105.22
RCEL,105.22
DDI,105.18
LPLA,105.16
RNG,105.00
PK,104.96
RELL,104.89
ECO,104.86
IART,104.76
BWMN,104.75
LUNG,104.70
ENVA,104.59
RRX,104.59
NUVL,104.41
S,104.40
THS,104.29
AHH,104.26
UDMY,104.23
AMWD,104.16
BBW,104.10
FOLD,104.03
RARE,104.02
CSPI,104.00
YEXT,103.96
EYE,103.87
VIRT,103.84
PLMR,103.84
TLF,103.72
EPRX,103.64
MIMI,103.57
LQDA,103.51
CVLT,103.37
EEIQ,103.33
SN,103.31
STEP,103.18
PWOD,103.17
MMYT,103.14
KGS,103.10
AMPS,102.95
JOUT,102.93
ANIX,102.90
AVTR,102.90
MTZ,102.88
ESQ,102.88
BWMX,102.59
NVDA,102.53
BBCP,102.47
INN,102.24
SMG,102.15
SLNO,102.13
INTR,101.93
AMPL,101.90
TCOM,101.88
DWSN,101.82
CIX,101.79
PSFE,101.77
KLIC,101.77
MAMO,101.73
ECVT,101.72
PX,101.69
CTOS,101.65
SNCY,101.63
DAL,101.50
NXT,101.45
FWRG,101.40
HWBK,101.29
ALVO,100.82
NUE,100.80
TNET,100.64
LRCX,100.64
AX,100.59
TFX,100.47
NYAX,100.39
OII,100.36
SNEX,100.26
BOOT,100.20
UNTY,100.08
RCMT,100.08
BCOW,100.00
GAU,100.00
LEVI,100.00
LPL,100.00
SAGT,100.00
BXC,99.94
MLKN,99.94
NXPI,99.93
WSC,99.91
IKNA,99.86
AU,99.77
WTTR,99.74
FOR,99.73
FCX,99.71
WVVI,99.68
LOGC,99.57
TCX,99.55
AWX,99.49
REZI,99.44
HLLY,99.30
HNVR,99.27
DFH,99.24
APO,99.23
BLFS,99.09
RNGR,99.03
HMST,99.01
INBK,98.85
OLO,98.81
HCC,98.76
PLUS,98.74
EXEL,98.71
IMXI,98.58
RES,98.54
GVA,98.53
SMBK,98.53
LIVN,98.52
CRMT,98.52
TRGP,98.48
BSRR,98.47
MTAL,98.44
ITIC,98.35
GBNY,98.33
CTRI,98.27
KARO,98.24
BELFA,98.20
PLUR,98.20
JD,98.18
WLK,98.17
ODYS,98.17
SANG,98.02
CTLP,97.91
ENTX,97.87
VGAS,97.83
KKR,97.79
BLBD,97.74
PSHG,97.70
RAVE,97.65
NGVT,97.61
MYRG,97.58
ACVA,97.47
VITL,97.43
AEM,97.40
TITN,97.40
MRCY,97.39
KE,97.02
GNRC,96.92
FFIV,96.86
QDEL,96.78
OXY,96.75
EBTC,96.50
ABL,96.37
HOG,96.28
AVNT,96.27
CRON,96.25
WMS,96.22
SBH,96.15
MNDY,96.07
BEEP,95.97
MUX,95.92
AVDX,95.91
GTLB,95.78
CZFS,95.74
ECPG,95.73
VIAV,95.61
MLCO,95.60
TOL,95.59
NOV,95.57
HLIT,95.45
FOXA,95.28
CARG,95.14
CRC,95.06
RYTM,95.00
FAT,94.99
AUB,94.92
ALKT,94.88
EPAM,94.73
ENOV,94.71
TECK,94.67
PLYM,94.57
TPG,94.51
CRUS,94.46
SSSS,94.32
CCS,94.13
NAMS,94.10
ARTL,93.98
LFUS,93.93
HWKN,93.89
ASO,93.82
SBSW,93.77
CPSH,93.70
EXPE,93.69
TILE,93.63
TGT,93.58
EGBN,93.50
CABO,93.41
RVSB,93.33
CBRL,93.29
THM,93.27
PLYA,93.24
FFWM,93.20
SLAB,93.19
TSEM,93.12
CCRN,93.11
WK,93.11
ACR,93.11
XHR,92.98
WLDN,92.98
PERI,92.85
UPBD,92.83
BSVN,92.79
LINE,92.73
GFI,92.68
CMCL,92.61
COLB,92.44
MTDR,92.44
GMED,92.44
RYI,92.43
SSBI,92.43
ARGX,92.25
MNKD,92.19
BMRC,92.13
PLAB,92.10
OSW,92.07
EVBN,92.06
VIST,92.06
AIHS,92.05
JMSB,92.03
FND,92.00
CROX,91.99
GRAB,91.95
ASML,91.91
HVT,91.87
LGND,91.82
TREX,91.80
MASI,91.79
BDN,91.79
FBIN,91.78
PKX,91.78
BRID,91.78
PIPR,91.65
CDE,91.56
CCEL,91.53
ACIW,91.44
TSQ,91.41
PDM,91.39
WBD,91.27
LAZ,91.24
DRS,91.10
BOW,91.01
HAFC,90.93
QCOM,90.92
PLNT,90.84
PINS,90.84
GROV,90.80
MWA,90.79
CECO,90.78
XOMA,90.74
ASA,90.71
ASYS,90.68
MBC,90.68
MTW,90.65
HCM,90.61
BTBD,90.57
HUM,90.55
CXM,90.52
GROY,90.52
EXTR,90.50
OIS,90.41
MLI,90.40
PVL,90.29
DC,90.22
CSWI,90.20
CLWT,90.20
THC,90.16
BHM,90.01
LI,89.91
BAFN,89.90
TKO,89.87
MSBI,89.86
TCMD,89.75
FN,89.69
CARV,89.68
NOVT,89.47
XPO,89.28
PKOH,89.25
ALNT,89.24
LEN,89.21
VPG,89.07
PDD,89.06
SCKT,89.01
VGZ,88.89
ASGN,88.87
EQT,88.74
TGB,88.62
BAH,88.61
BBY,88.60
NTAP,88.57
CLFD,88.52
ATRO,88.46
CYBR,88.45
ITRN,88.35
PTLO,88.31
NVMI,88.26
SBFG,88.24
THO,88.20
FANG,88.16
GBX,88.14
HLNE,88.04
DFIN,87.86
ELLO,87.82
LEA,87.80
NOW,87.79
RDCM,87.78
G,87.76
VMI,87.72
DTM,87.70
FROG,87.69
NWG,87.69
ELA,87.62
LVS,87.57
LMNR,87.55
NKE,87.53
SCSC,87.48
KW,87.38
LULU,87.30
CHCT,87.25
GFR,87.16
FVRR,87.10
LYTS,87.09
AOGO,87.01
LW,86.87
DKNG,86.86
GPI,86.84
MGM,86.80
PLUT,86.73
MPW,86.61
PGC,86.60
DEA,86.52
GTIM,86.49
GB,86.48
PLXS,86.46
CARE,86.30
GCBC,86.25
FVR,86.24
BLD,86.16
ACCO,86.13
UFI,86.12
TREE,86.09
JYNT,86.01
FXNC,86.00
IMAX,85.88
CRCT,85.84
BANR,85.83
CRWS,85.76
MRUS,85.63
TASK,85.61
LFST,85.56
MLTX,85.42
MLAB,85.37
NWPX,85.37
ASX,85.30
ASUR,85.04
DB,84.89
TRX,84.84
DOCN,84.75
COOP,84.75
DXC,84.75
ERIC,84.65
CACI,84.64
DAIO,84.58
NTNX,84.52
NATR,84.44
PM,84.44
WRN,84.42
FUL,84.34
CSV,84.27
TECH,84.26
HIFS,84.24
CFBK,84.22
NHTC,84.08
DLNG,84.04
TBLA,84.00
FYBR,84.00
DGII,83.88
SFST,83.79
CNX,83.74
TCPC,83.73
OWL,83.71
RCG,83.44
KBH,83.44
SLG,83.41
GASS,83.40
EXLS,83.39
BLDR,83.27
AMS,83.27
AMRX,83.01
TEVA,82.99
MTRX,82.93
RSSS,82.89
FRSH,82.89
VABK,82.88
COLD,82.77
QNST,82.75
FLOC,82.74
IBP,82.67
BKU,82.62
AG,82.62
HURN,82.60
BCS,82.57
BBIO,82.56
CCOI,82.50
BKD,82.47
COKE,82.44
JXN,82.43
GT,82.39
TBBB,82.39
JBL,82.39
TMP,82.39
EXAS,82.21
SOLV,82.19
XPL,82.16
T,82.12
SPSC,82.05
COLL,82.05
RMR,82.02
WPP,82.01
DAR,81.85
ARE,81.84
CRTO,81.83
GRDN,81.78
LYV,81.72
HCI,81.59
FCCO,81.56
MTSI,81.55
DLX,81.53
MTRN,81.49
SNOW,81.46
UTHR,81.35
ALGM,81.35
APTV,81.31
ARES,81.23
VC,81.17
NL,81.15
GBTG,81.13
CPSS,81.08
XPER,81.08
WNS,81.00
GAP,80.99
AOMR,80.98
DHI,80.96
EIX,80.94
NSIT,80.88
CPRX,80.77
BHE,80.72
CDW,80.70
DDS,80.70
LAKE,80.66
REX,80.63
URBN,80.63
DJCO,80.62
SEE,80.60
EVER,80.58
WHR,80.56
APPN,80.54
FTLF,80.52
MTH,80.51
RCI,80.50
SJT,80.47
WELL,80.44
MPC,80.43
ADEA,80.37
GDDY,80.36
INGM,80.28
BIO,80.14
HGBL,80.13
BRDG,80.12
GLW,80.11
NRG,80.10
TSM,80.00
ESBA,79.97
HII,79.89
WMT,79.85
PCOR,79.78
OVV,79.77
HURC,79.73
SKY,79.71
ABUS,79.66
PTMN,79.66
ESTC,79.65
UNB,79.52
CULP,79.32
NU,79.25
BMRN,79.20
SNV,79.19
PNFP,79.18
WDS,79.13
AMAL,79.13
BEDU,79.11
CART,79.09
ETSY,79.08
CGNT,79.07
CBAN,78.99
MRAM,78.98
YALA,78.98
IBCP,78.96
ASIX,78.96
LCII,78.92
PHR,78.85
CPF,78.81
CCJ,78.71
ARDT,78.62
CASH,78.61
BKV,78.53
ATEN,78.48
INSE,78.48
MAC,78.45
SMC,78.42
SLVM,78.41
BCE,78.35
MQ,78.34
NATL,78.30
GOGO,78.28
EXPI,78.12
NGS,78.08
PBT,78.03
BVFL,77.98
UVSP,77.89
MOFG,77.87
NURO,77.82
SENEA,77.64
ESI,77.58
CEE,77.58
GRMN,77.52
LAND,77.37
REXR,77.26
MRK,77.24
SKX,77.19
HAE,77.16
RAMP,77.16
ESRT,77.13
PDLB,77.06
PSX,77.05
ADBE,77.03
BCC,76.94
CBU,76.84
ULS,76.84
SNDA,76.78
LBTYA,76.76
QCRH,76.72
BV,76.71
BOTJ,76.68
KIDS,76.68
GBCI,76.67
CHRW,76.65
TNC,76.56
FBK,76.55
GMAB,76.49
MPB,76.41
MLP,76.40
WB,76.39
ESE,76.38
AROC,76.36
HBM,76.30
MFG,76.23
AEIS,76.19
GYRO,76.14
SMBC,76.13
ETR,76.11
TK,76.11
PVBC,76.09
TPVG,75.95
F,75.95
RRR,75.92
CHTR,75.90
CX,75.87
MTA,75.86
STR,75.86
MHO,75.79
SKYH,75.79
EQS,75.76
PETZ,75.76
TRAK,75.76
EC,75.73
UFCS,75.72
ATI,75.68
NTIP,75.64
DAY,75.64
LMAT,75.64
DEC,75.60
EGAN,75.58
REVG,75.52
WSM,75.52
CTS,75.43
CBRE,75.39
VNDA,75.32
COCO,75.30
BIGC,75.15
VALU,75.11
SAIL,75.08
MMLP,75.03
UTSI,75.00
MOMO,74.95
CAC,74.95
HALO,74.93
IGT,74.73
NVEC,74.72
AAT,74.66
MTN,74.65
UNM,74.62
RBB,74.60
FFIC,74.55
SFBS,74.48
FRST,74.45
LOCO,74.42
VCTR,74.39
MATW,74.27
CIVB,74.26
ICCC,74.25
GNTX,74.21
PENN,74.19
WOW,74.17
BRZE,74.16
HL,74.15
RWT,74.15
CG,74.14
CRM,74.06
SRL,74.04
PAYC,74.01
SPNS,74.00
AAME,73.92
OC,73.85
RTO,73.83
FMAO,73.79
AR,73.77
BX,73.75
TMUS,73.74
IDT,73.67
FBIZ,73.40
MMM,73.39
CAKE,73.36
ICL,73.35
SPLP,73.35
TIPT,73.32
CAE,73.17
VLO,72.97
CBNK,72.87
KEN,72.87
SOTK,72.86
EVC,72.76
WCC,72.66
NVEE,72.66
CNS,72.57
ARCO,72.52
DFS,72.46
HCVI,72.37
MTX,72.33
NVGS,72.32
KAI,72.32
CNO,72.32
RBCAA,72.28
USPH,72.28
PCTY,72.23
FLUT,72.23
STGW,72.21
LPX,72.11
XENE,72.03
GRFS,72.02
BOSC,72.00
NICE,71.81
BNTX,71.79
MUFG,71.77
CNOB,71.70
CODA,71.70
SONY,71.64
BK,71.62
X,71.61
OFIX,71.61
VLY,71.56
HBNC,71.56
CLDT,71.53
MBIN,71.51
SDGR,71.51
CIM,71.47
CMT,71.43
ALSN,71.42
ALV,71.39
WEN,71.37
CPS,71.36
MFA,71.34
ANDE,71.29
TRU,71.29
TPH,71.25
FSM,71.24
CVLG,71.23
INDB,71.20
DIT,71.16
BURL,71.15
AVAL,71.13
MATX,71.12
OLLI,71.06
GSL,71.01
ACIC,70.98
UMBF,70.97
PHG,70.96
CSGS,70.92
MNR,70.89
REPX,70.84
SNPS,70.83
PDX,70.77
MHK,70.71
EME,70.68
DBD,70.60
DSGR,70.59
URI,70.56
NMRK,70.55
CHMI,70.51
BG,70.50
OI,70.50
FBNC,70.47
IVR,70.43
AMBP,70.40
CMC,70.17
PFS,70.16
SCCO,70.15
GS,70.10
COFS,70.08
MT,70.08
DRVN,70.07
ISTR,69.93
SSBK,69.89
WD,69.84
FF,69.76
KFRC,69.75
YETI,69.73
PHM,69.72
OVBC,69.56
TRN,69.49
ATS,69.47
UPS,69.44
EZPW,69.43
EFSC,69.34
DORM,69.26
NTZ,69.21
ISRG,69.15
CHX,69.07
LXFR,68.90
DOMO,68.89
RSKD,68.78
CRVL,68.78
FET,68.78
FA,68.75
PSEC,68.73
VBTX,68.73
ODC,68.71
CRT,68.69
INR,68.62
SRDX,68.61
ABCB,68.61
ESEA,68.54
IVZ,68.53
LNG,68.53
TKR,68.52
SD,68.50
SLM,68.39
WASH,68.35
IFS,68.29
JLL,68.27
SEER,68.27
WPM,68.24
HCKT,68.22
CZWI,68.21
PBHC,68.16
ODD,68.09
SMP,68.09
CUBI,68.07
EARN,68.06
NOA,68.01
MASK,68.00
WNEB,68.00
BJ,67.98
BAM,67.90
TCBI,67.89
VOXR,67.88
BRBR,67.85
BKNG,67.84
CRF,67.81
AXS,67.80
SAP,67.75
