Symbol,Price_Increase_Percentage
KWM,331.58
TIGR,330.95
KPLT,330.71
XRX,330.52
SLDB,330.29
REKR,329.95
AIXI,329.76
RNMBY,329.65
FLYX,329.61
RKDA,329.58
CIFR,329.57
ECX,329.04
SUUN,329.03
ZBAI,328.67
LSF,328.00
ATLX,327.97
MAIA,327.86
SKIL,327.70
SGMT,326.59
ALMS,325.47
ATHR,325.27
UONEK,325.00
LPTH,325.00
VATE,324.31
TELO,324.24
CCLD,323.82
SLQT,323.46
SMHI,323.14
API,322.74
IPA,322.22
ENTA,321.52
XGN,321.05
ABOS,321.00
FTCI,320.93
XELB,320.30
CE,320.23
BGLC,320.00
MRAI,319.79
LYRA,319.51
CURV,319.27
VQSSF,319.24
CALC,318.88
FNKO,318.57
CORT,318.44
FWRD,318.40
CORZ,317.71
SURG,317.70
PDEX,317.47
IMTX,317.27
IBRX,316.94
SGHT,316.26
TKLF,316.24
BYND,316.22
INUV,315.84
FATN,315.54
FNMAS,315.51
BKTI,315.00
APLD,314.62
PLCE,314.39
MRMD,314.29
LIVE,314.08
DAO,313.29
XIACY,313.12
FLUX,313.04
AQB,312.50
UCL,312.50
MBOT,312.20
AVXL,311.68
XPEV,311.52
TSHA,311.43
KSS,311.09
UCAR,310.17
AIRJ,310.00
ONCY,309.75
RMBL,309.28
XMTR,309.12
EPSM,309.05
ZYBT,308.57
RUN,308.44
CELZ,308.28
BTM,307.30
ALAB,307.04
RCT,306.50
CODI,306.45
CREX,306.25
CNTB,305.86
LEU,305.85
AMTY,305.80
PROP,305.67
HNRG,305.55
JFIN,305.50
CRDO,305.09
ACHC,304.76
CRDL,304.72
MSC,304.35
LFWD,304.24
NINE,304.00
CWBHF,303.85
AUST,303.80
CLNN,303.49
AISP,303.16
CVKD,301.93
PLNH,301.86
WLFC,301.55
AMN,301.55
AARD,301.23
STAK,300.88
ADV,300.00
NDLS,300.00
OLB,300.00
CLRO,300.00
TEM,299.52
VSAT,299.10
LCUT,298.96
BGI,298.91
VTLE,298.86
LSE,298.67
RIGL,298.66
LPSN,298.16
BLBX,297.34
ILAG,297.06
SLDP,297.06
ANNA,297.03
ASM,296.94
SVT,296.79
OPAL,296.03
IFRX,295.75
FRGE,295.45
ZONE,295.06
SUPV,295.00
SACH,294.70
BFRG,294.52
MDAI,294.47
NFGC,294.30
CRLBF,294.23
PI,294.22
WVE,293.76
SYNX,293.33
ADCT,293.33
ACLS,292.60
OPRT,291.95
MCRP,291.67
DRRX,291.59
CNTY,291.54
AEYE,291.13
ARRY,290.69
RITR,290.62
BREA,290.08
OTLY,290.00
MODD,289.71
BETR,289.61
LUXE,288.20
PRE,288.03
PL,287.86
TIRX,287.85
AMTX,287.70
SKBL,287.23
COE,287.05
CYAN,286.96
KOPN,286.76
GVH,286.66
GLUE,286.29
CADL,285.73
XWEL,285.60
PTON,285.16
ANEB,284.95
OABI,284.50
OCGN,284.27
SOS,283.91
LMND,283.82
CRMD,283.66
KALA,283.56
ATXG,283.51
MATH,283.42
IMRX,283.00
BFRI,282.76
SER,282.41
SIEB,282.27
CELH,282.23
YHGJ,281.96
NNVC,281.91
SMRT,281.52
AS,280.91
MESO,280.62
GRPN,280.52
XNCR,280.45
ARMP,280.29
ACET,280.23
HTZ,280.16
WBTN,280.15
CSTE,280.01
SHIM,280.00
BHVN,279.17
AHG,278.69
REED,278.43
MOLN,277.98
HRTX,277.88
VG,277.78
ITOS,277.71
PLX,277.40
ORIC,277.12
GOCO,277.02
ENPH,276.78
CLPT,276.13
DUOL,275.68
AVR,275.64
EBS,275.62
VXRT,275.44
EDN,275.11
IKT,275.00
CLIR,274.73
SMLR,274.64
HUT,274.56
MSPR,274.55
OBIO,274.26
ATRA,274.20
ITRM,273.76
HNST,273.75
LIMN,273.64
CRWV,273.08
AEI,272.80
TVTX,272.46
AKBA,271.87
RH,271.67
IAUX,271.57
XRTX,271.56
AFRM,270.92
SVC,270.76
LSRCY,270.60
TISI,270.26
HYLN,269.37
STAA,269.33
RDIB,269.20
TE,269.07
SYRE,269.02
DTIL,268.98
KLTR,268.97
MOGO,268.92
ORLA,268.83
BLIN,268.42
SITC,268.42
MGPI,268.31
ZTEK,268.29
CHRS,268.01
RRGB,268.00
GNLX,267.81
ULCC,267.74
NOTE,267.67
WFRD,267.55
AKYA,267.35
TURB,267.26
CBAT,266.84
BLMN,266.83
MDNAF,266.67
FBYD,266.02
XPRO,265.94
ODP,265.64
CPRI,265.43
TSE,265.28
TXG,265.19
SG,264.75
EBON,264.67
TRVG,264.38
ATXS,263.94
MIND,263.93
GMHS,263.50
CLGN,263.23
MASS,262.43
BNR,262.39
IPM,261.84
TUYA,261.68
CGEM,261.46
NRIX,261.37
SMTSF,261.07
NBIS,261.04
BMR,260.75
EDSA,260.65
SCYX,260.62
MITQ,260.47
BCAX,260.13
USAR,259.71
EWTX,259.62
GETY,259.20
AMPY,259.03
OP,258.73
NCTY,258.71
DTCK,258.59
CLS,258.43
GANX,258.43
EYPT,257.80
ZETA,257.34
SDM,257.07
HYPR,256.67
AXTI,256.64
JFU,256.44
TBI,256.23
HCWB,255.99
TBRG,255.95
MNTK,255.43
SEAT,255.42
CNCK,255.21
DOYU,255.11
SMIT,254.84
APRE,254.82
BBAR,254.75
GURE,254.60
ENVX,254.46
HROW,254.46
WNC,254.42
PBF,254.15
VSCO,254.14
RUM,253.25
ANTX,252.87
BZFD,252.80
VYGR,252.40
TSAT,252.01
OPT,251.96
NKTR,251.74
NMTC,251.54
HKD,251.52
BCDA,250.15
ASRT,250.01
BTCM,250.00
JWEL,250.00
PLAY,249.67
TZOO,249.02
FHTX,248.64
TXMD,248.57
CMCO,248.47
CNET,248.43
NPCE,248.17
ACIU,248.15
IMCC,248.06
CRGO,248.03
SNSE,248.00
TDW,247.90
VERI,247.84
HPP,247.51
SION,247.45
KGEI,247.02
NRDE,246.77
OCC,246.53
MSS,246.38
SCOR,246.36
PCT,246.22
ICCM,245.83
PAVM,245.45
CHR,245.00
REPL,244.83
ABLV,244.64
NAMI,244.44
PRAX,243.93
ADPT,243.81
IBTA,243.60
MEI,243.50
AMCX,243.44
MCVT,243.36
LIXT,243.14
VSTA,242.98
CMPS,242.97
VSTS,242.88
SPIR,242.33
LVO,242.33
AEHR,241.95
GHRS,241.67
EAT,241.60
ERAS,241.58
JCSE,241.43
GENK,241.35
TNDM,240.89
DOCS,240.84
MWG,240.76
ICAD,240.25
AYTU,240.00
BTBT,239.64
NEOV,239.41
UCTT,239.22
COGT,238.98
BMBL,238.87
RBRK,238.39
ANAB,238.33
OPRX,238.10
AGX,238.01
UI,237.97
BIOX,237.89
GDTC,237.49
SKYT,237.48
PETV,237.47
FIP,237.42
RAYA,237.30
NVX,237.04
IMAB,236.13
IRD,235.38
LINK,235.38
AOSL,235.37
AYRO,235.29
HUHU,235.25
XOS,235.16
AMR,234.72
BRNS,234.69
VIR,234.49
ESGL,233.33
URG,233.27
PGEN,233.18
EXFY,233.06
KIQSF,233.05
CSBR,233.05
RCKY,232.77
BRY,232.70
GRWG,232.48
SWIM,232.41
ZENV,231.73
CVNA,231.25
XTLB,231.23
INSG,231.17
LUNG,231.10
BE,230.71
SMTC,230.69
IDYA,230.26
BRQSF,230.00
COCH,229.75
TTD,229.45
CLMT,229.30
ISPR,229.15
LOOP,228.85
VVOS,228.80
STOK,228.60
GOTU,228.34
ATYR,228.17
EB,227.98
IRIX,227.39
CBLL,227.17
AKRO,226.99
CMMB,226.88
NB,226.67
IMNM,226.41
CLDX,226.39
AIRG,226.20
RXRX,226.12
LEDS,226.05
RNTX,225.93
LOVE,225.83
VERV,225.52
GEV,224.91
CIVI,224.88
AXIL,224.58
BBGI,224.30
FENG,224.22
NWGL,224.04
SLND,223.24
LZM,222.76
ADUR,222.73
DDD,222.52
BLDP,222.50
TMDX,222.49
BROS,222.26
SSY,222.09
TIXT,222.07
TOP,222.00
CTKB,221.94
NTOIY,221.87
ALTG,221.75
GIPR,221.68
USAS,221.35
TRVI,221.30
RXT,221.28
SSTK,221.25
CYD,221.03
CSIQ,220.88
NERV,220.87
NVNO,220.79
HSCS,220.76
SKE,220.73
NMGX,220.51
PHOE,220.43
BRFH,220.14
DOUG,220.00
MCTR,220.00
MDBH,220.00
CDXS,220.00
CLSK,219.90
RCFAF,219.75
AMKR,219.74
MKTW,219.74
AXGN,219.63
PACB,219.59
IQ,219.33
LDI,219.31
CRK,219.12
JANX,218.99
TYGO,218.86
MREO,218.73
DMAC,218.62
MXL,218.44
NRSN,218.36
QUIK,218.31
SDRL,218.26
PRTH,218.11
PSNY,217.98
SPWR,217.92
ARWR,217.76
PUBM,217.56
MBLY,217.37
VIOT,217.33
EHTH,217.32
IPX,217.28
RIG,217.26
BGSF,216.84
BRLS,216.67
NTRB,216.47
SFIX,216.29
NEXN,215.73
IHRT,215.56
VERU,215.56
FARO,215.38
DNLI,215.33
LVRO,215.32
SGHC,215.12
UPLD,215.08
WHWK,215.04
LCTX,214.98
ABSI,214.93
AIRI,214.67
GGAL,214.48
NEO,214.47
SHLS,214.39
ALT,214.10
XBIT,213.96
RPAY,213.93
ELUT,213.77
AMST,213.64
YI,213.63
HLP,213.37
UAL,213.34
DRIO,213.31
JACK,213.04
ZCMD,212.63
EXNRF,212.55
CAL,212.35
GTE,212.31
SGML,212.12
SGRP,212.00
ARTW,211.99
RMCF,211.78
MODG,211.62
BTU,211.55
PPSI,211.11
STRR,211.05
GYRE,210.97
ELBM,210.91
PACK,210.65
IREN,210.63
CABO,210.61
PAYS,210.56
MDRX,210.53
EDRY,210.50
BB,210.45
GOSS,210.43
GEO,210.30
ONFO,210.23
COOK,210.16
VAL,210.13
LPG,210.08
XERS,209.69
IONR,209.60
ASAIY,209.11
SMWB,208.93
MARA,208.66
FL,208.55
PAL,208.52
VFC,208.40
ABVX,208.39
PPTA,208.18
SRZN,207.97
DLPN,207.90
SE,207.78
RHLD,207.65
AMBC,207.18
ATKR,207.13
BWEN,207.09
AUID,206.98
TRDA,206.90
GCT,206.89
COMP,206.89
TGTX,206.60
SOFI,206.49
NGVC,206.10
OLN,206.06
CATO,205.94
W,205.88
TPL,205.78
NSSC,205.74
FOXF,205.63
MERC,205.62
LFMD,205.51
RGNX,205.37
ESOA,205.08
ULBI,204.67
FOSL,204.55
IIPR,204.47
CENN,204.39
NRC,204.10
ILLMF,204.00
BYSI,203.47
TLSA,203.42
ACHV,203.26
SNT,203.05
BRZH,202.70
OB,202.69
DSP,202.64
GBFH,202.63
GSIT,202.47
INKT,202.41
SSL,202.16
LEE,202.15
YTRA,201.72
EVLV,201.72
QIPT,201.48
UNFI,201.47
ONL,200.68
CSTM,200.55
VST,200.51
ATOS,200.40
POWW,200.26
AVD,200.00
MGLD,200.00
INBS,200.00
KALRQ,200.00
PHCFF,200.00
RVLPQ,200.00
SOFO,200.00
NRDY,199.90
PLL,199.81
ARHS,199.70
JRVR,199.67
VREOF,199.66
ISPO,199.36
ELTX,199.10
DSGN,198.85
ALHC,198.72
NCRA,198.57
SSP,198.53
OPOF,198.39
ALGT,198.14
CMPR,197.98
RYAM,197.97
FGI,197.79
LVTX,197.58
TRMD,197.57
ANF,197.22
SAGT,197.14
NIU,196.97
HCAI,196.76
MP,196.61
CMPO,196.37
CAMT,196.35
HOV,196.17
DDL,195.68
NNBR,195.57
LANV,194.92
MRT,194.69
BNTC,194.32
ORGO,194.30
JOB,194.28
TUSK,194.05
VHI,194.01
CRNT,193.85
CLF,193.59
SKIN,193.59
PROF,193.57
NNOX,193.33
INTJ,193.33
YPF,193.14
WWR,193.13
OMI,192.92
UEIC,192.59
AIMD,192.50
SNDX,192.19
VFF,192.04
RCUS,192.00
TSLA,191.81
DH,191.63
CLCO,191.57
SAGE,191.56
SCPH,191.24
COHU,191.17
ASTL,191.13
VECO,191.08
IDWM,191.07
COCP,191.07
YYGH,190.91
HP,190.78
VRT,190.75
SCVL,190.71
GES,190.57
ISOU,190.27
HFFG,190.00
KLC,189.91
TATT,189.37
TWLO,189.37
FORD,189.35
USGO,189.20
OUST,189.04
TH,188.88
CYBN,188.57
SOL,188.43
DYAI,188.43
OGN,188.39
LGCY,188.06
DCTH,187.99
FLWS,187.56
MCHP,187.51
LAB,187.50
POWL,187.36
XBP,187.34
NCT,187.21
WETO,186.67
NN,186.53
SYPR,186.15
CTGO,186.10
GAME,186.00
WYY,185.95
EUDA,185.71
INDO,185.44
SKYX,185.43
XPOF,185.39
FLYW,185.37
EH,185.33
MAX,185.27
TARS,185.26
AURA,185.25
TENX,184.84
DLTH,184.81
ETNB,184.62
PII,184.61
RECT,184.44
IDN,184.38
VGZ,184.28
GRCE,184.00
USEA,184.00
BWLP,183.84
ADNT,183.67
PCRX,183.51
CCTG,183.04
WXXWY,182.95
CCG,182.88
REI,182.67
JILL,182.60
LMB,182.44
BTE,182.35
CLNE,182.31
EXOZ,182.24
WOOF,182.06
INLX,182.05
FORM,181.80
IART,181.55
TEO,181.52
NTIC,181.19
GDYN,181.15
BODI,181.07
RDUS,180.89
WHLM,180.83
MEIP,180.82
CYH,180.69
CRDF,180.57
BMA,180.48
INCR,180.34
RCON,180.30
CDTX,180.28
NE,180.11
QS,180.00
GRNQ,179.72
POLA,179.71
PMEC,179.59
KTCC,179.55
THTX,179.46
RZLT,179.26
CPHI,179.17
NWL,179.15
THCH,179.07
BOLT,178.95
GTBIF,178.83
ASC,178.73
SNTG,178.60
VERA,178.52
RDFN,178.51
CC,178.46
JKS,178.39
VHC,178.31
ONTO,178.21
SPRU,178.17
AFCG,178.11
ICLR,177.96
SHMD,177.94
ZOOZ,177.83
APUS,177.78
ICHR,177.63
BTMD,177.63
MESA,177.53
ZUMZ,177.37
CTRM,177.27
NXGL,177.17
GRND,177.09
COOT,177.05
GCO,176.71
CRL,176.67
KRUS,176.44
CMP,176.43
STNG,176.43
AXON,176.05
VTSI,175.91
DAWN,175.66
PRPO,175.64
BBNX,175.59
TVRD,175.58
ETWO,175.43
TLS,174.86
ZIMV,174.85
VRDN,174.75
SLS,174.61
SNPX,174.46
OLPX,174.26
XLO,174.19
BILL,174.12
KYMR,174.02
GSAT,174.00
DHX,173.97
DXYN,173.87
HUDI,173.81
ONEG,173.65
AQST,173.58
CGON,173.45
ASTH,173.36
ZIM,173.35
CVR,173.25
ADMA,173.09
DTST,173.04
MPAA,172.71
SAIA,172.59
BVS,172.35
TALK,172.19
IPHA,172.15
MRX,172.15
ANTA,172.03
SSRM,171.99
AMSC,171.96
APLS,171.80
TTEC,171.70
LITE,171.68
HIMX,171.68
GBR,171.64
KRMD,171.51
LWAY,171.27
DENN,171.23
AVDL,171.16
IMVT,170.99
NVRI,170.97
RMNI,170.92
CVU,170.83
ONEW,170.81
MRVL,170.77
UONE,170.73
GLOB,170.73
PUMSY,170.62
CMND,170.59
BAK,170.53
FIVE,170.52
IZM,170.38
SVRA,170.37
DBRG,170.36
ADAG,170.24
FGF,170.23
CDNA,170.08
DELL,169.99
LENZ,169.97
QFIN,169.94
UIS,169.79
FPAY,169.78
HOFT,169.75
VRNT,169.75
EDUC,169.74
ALTO,169.74
IE,169.56
ADTN,169.26
RXO,169.24
EEIQ,169.20
ATEC,169.16
ANGH,168.99
YAAS,168.99
MKSI,168.78
ALYAF,168.75
CLMB,168.52
OSS,168.13
ANGI,167.92
PRPL,167.86
SHIP,167.78
NET,167.77
NAII,167.70
PETZ,167.69
AGIO,167.32
CBDBY,167.17
MD,166.92
AVAH,166.81
MTSR,166.75
TOPS,166.73
CDZI,166.67
DSS,166.67
SHOP,166.43
RVLV,166.17
VIVS,166.03
PYRGF,166.00
AZTA,165.91
STLA,165.91
LAR,165.90
UTI,165.89
NVCT,165.77
BLND,165.62
SFWL,165.43
QRVO,164.84
TPB,164.78
AI,164.71
IVA,164.71
ZIP,164.71
OXM,164.58
TLPH,164.44
LUCD,164.32
NBTX,164.13
WPRT,164.00
DALN,163.76
DIOD,163.41
OEC,163.19
FSLR,163.19
STM,163.13
RBLX,163.02
SELX,163.00
MDB,162.82
GH,162.76
SHOO,162.52
VALN,162.43
ANIK,162.34
IRTC,162.12
IOBT,162.12
TLN,161.96
EVEX,161.37
NUS,161.28
ORN,161.20
CELC,161.16
OFAL,161.07
HCAT,161.02
GNTA,160.93
BEAM,160.72
ROG,160.68
WTI,160.55
LBRT,160.53
RNA,160.34
EL,160.29
STG,160.24
PESI,160.00
NVO,159.91
LE,159.87
SRAD,159.80
TPC,159.79
FSLY,159.78
MYO,159.78
REFR,159.65
SOHO,159.52
LSEA,159.52
CRNX,159.46
FLNT,159.33
DNQAF,159.33
MDXH,159.26
AMWL,159.20
SIGA,159.19
MGNI,159.00
ELMD,158.81
PODC,158.77
ULH,158.69
AXL,158.67
STRT,158.62
LILAK,158.39
EVFM,158.33
MNRO,158.33
LSPD,158.31
IHS,158.20
APYX,158.14
EFOI,158.12
SM,158.11
ON,157.99
CNDT,157.89
VLRS,157.88
TPR,157.88
NUVB,157.79
CPS,157.76
TFIN,157.76
PLSE,157.73
TRML,157.70
SHYF,157.48
LAC,157.43
FRHC,157.37
ATLC,157.36
INNV,157.31
IPWR,157.24
WWW,157.20
ASMB,157.16
IESC,157.00
CLBT,156.84
SYM,156.71
HRI,156.69
EVOL,156.67
LRN,156.60
PXLW,156.47
EPOW,156.45
RIOT,156.38
ZK,156.31
GME,156.27
SOC,156.22
MU,156.00
LASR,155.97
APEI,155.85
SIF,155.79
AHR,155.65
HI,155.56
CLLS,155.45
NIO,155.30
CIA,155.15
NABL,155.11
HLLY,155.00
JBI,154.85
ALB,154.78
USAU,154.78
LGO,154.71
BALY,154.67
AMBI,154.66
LILA,154.59
ACDC,154.57
ARIS,154.50
SITM,154.44
CYRX,154.15
GNSS,154.09
HLF,153.97
ARQT,153.93
TORO,153.76
IRRX,153.71
IMUX,153.64
INDV,153.62
KZR,153.59
RGP,153.43
UNH,153.43
MAZE,153.35
YQ,153.17
ZDGE,153.17
CLW,153.01
PAM,152.85
KNDI,152.81
FUTU,152.66
KRNT,152.32
GDRX,152.32
GAUZ,152.21
DIBS,152.17
SWKS,152.16
GNFT,152.16
TTI,151.78
RDVT,151.72
ERO,151.61
ASAN,151.54
XTNT,151.51
BOOM,151.50
CLPS,151.48
CXDO,151.37
GTEC,151.35
ARDX,151.09
CRS,151.06
UWMC,151.03
CHNR,151.00
LTRN,150.98
VWDRY,150.76
DRTS,150.66
WALD,150.51
MXCT,150.48
VREX,150.44
INTA,150.13
CSAN,150.12
FKWL,150.00
BWMX,150.00
CKPT,150.00
TOMZ,150.00
AXR,149.87
BILI,149.76
HAFN,149.72
PDFS,149.69
DAVA,149.57
THRM,149.25
COHR,149.23
LGIH,149.22
BRN,149.17
LOMA,149.03
ATAI,149.03
JBLU,148.80
DQ,148.79
UAA,148.74
BHC,148.74
NRG,148.47
ZLAB,148.41
ECG,148.37
FATBB,148.33
AMRN,148.31
USLM,148.30
GDST,148.20
TER,148.15
CRGY,148.02
PRTC,147.97
TOUR,147.89
AEO,147.88
ZH,147.84
CLB,147.83
EGY,147.67
BRTX,147.57
MPTI,147.56
DXPE,147.54
HEES,147.51
HY,147.41
OCX,147.14
XYLO,146.91
SPKKY,146.82
ANGO,146.80
SLI,146.73
IEP,146.63
MTLS,146.56
EGRVF,146.40
STRZ,146.38
FUFU,146.33
CAVA,146.33
ITRG,146.20
KRON,146.15
ATER,146.15
AAP,146.07
BRIA,146.07
TDS,146.03
OMCL,146.03
APA,146.02
SIG,146.02
SCHL,145.85
OCUL,145.82
UNIT,145.53
BANL,145.45
CHCI,145.42
TCMD,145.35
BGS,145.34
COIN,145.30
OKYO,145.20
SPRY,145.17
AVNW,145.10
SNCR,145.01
NCSM,144.97
LIF,144.92
AMD,144.87
SNAP,144.77
LLYVA,144.71
OGI,144.71
ATNI,144.70
BTSG,144.53
ST,144.40
MTEX,144.30
GEOS,144.07
LLYVK,143.76
MVIS,143.75
FEIM,143.62
RC,143.37
AMC,143.27
ESLT,143.24
SOTGY,143.24
TWIN,143.18
SLSR,143.16
HIPO,143.07
CEVA,143.07
INMB,143.06
VET,143.00
FLYY,142.99
PNRG,142.96
ENTG,142.91
IAG,142.90
ARQ,142.81
TGS,142.73
DRTTF,142.66
SDHC,142.63
FORR,142.59
PAGS,142.55
APGE,142.37
ALOT,142.36
DADA,142.31
PUMP,142.30
PMCB,142.29
MCS,142.26
CCRD,142.01
FTAI,141.99
MLSS,141.81
AMRK,141.79
CREG,141.77
CNTA,141.65
DNTH,141.54
ARL,141.46
SFM,141.42
DSX,141.34
TEAM,140.96
CMBT,140.92
ELDN,140.87
NVCR,140.86
BYDDF,140.56
AHT,140.29
INSW,140.15
LC,140.08
BEAT,140.00
SABR,139.90
HBB,139.85
VCYT,139.84
CCB,139.80
METC,139.57
MXC,139.56
TDOC,139.53
EXEL,139.46
SGC,139.41
ALK,139.36
HE,139.34
FINV,139.31
STHO,139.27
GLBE,139.08
UK,139.00
DECK,138.99
LIQT,138.81
PAY,138.72
NTGR,138.65
VSH,138.55
ACRE,138.51
GTBP,138.37
AMPH,138.34
PBI,138.31
MX,138.25
LTRX,138.22
THM,138.20
MSN,138.03
GSHD,137.94
BLIV,137.92
MLEC,137.74
TMCI,137.67
WAY,137.46
GLBS,137.37
SEMR,137.22
FIVN,137.17
ODV,137.07
MHH,137.04
AVTR,136.89
LINC,136.88
HEPS,136.84
ICFI,136.69
XBIO,136.36
COTY,136.32
CPSH,136.22
PETS,136.21
CRWD,136.16
CLAR,136.09
ARM,135.94
KIRK,135.78
YSG,135.77
MAPS,135.71
CLSD,135.68
DK,135.57
CHRD,135.53
RELY,135.52
HMY,135.51
USIO,135.48
AIOT,135.41
CGEN,135.40
OESX,135.38
ARCB,135.24
CLVT,135.20
KEQU,135.18
AVBP,135.10
LQDA,134.99
TEN,134.93
CEPU,134.79
AES,134.78
FC,134.74
SYNA,134.45
ELAN,134.41
BARK,134.40
CGNX,134.36
YOU,134.36
BRAG,134.27
KRO,134.25
PGY,134.15
EM,134.00
PED,133.99
ALTI,133.91
TGI,133.88
INGN,133.86
DARE,133.71
RCEL,133.66
TOON,133.64
UUUU,133.44
VOC,133.20
EGHT,133.11
DERM,133.10
KVYO,133.07
SPOT,133.01
FPH,132.99
CRSR,132.92
OLO,132.86
DOOO,132.85
FGBI,132.82
UNICY,132.76
REGN,132.70
CXW,132.68
SRTS,132.65
GLSI,132.63
GCI,132.55
FRO,132.50
CWH,132.50
MRNO,132.46
ZVRA,132.38
XRAY,132.32
MSB,132.27
NMM,132.25
WGO,132.14
CSTL,131.97
UEC,131.95
NGD,131.84
ISSC,131.81
GOGL,131.74
CRI,131.70
CCO,131.70
MBI,131.68
AIP,131.50
PARR,131.45
AVAV,131.39
HLIO,131.38
EFXT,131.37
VEON,131.35
HITI,131.31
CNR,131.29
CTSO,131.12
IMMP,131.06
APOG,131.03
NEPH,130.89
VANI,130.84
SIMO,130.77
HLX,130.77
FRPT,130.50
EXK,130.49
ARAY,130.47
IDR,130.46
DOW,130.45
NCNO,130.40
GENC,130.37
DRD,130.36
CAR,130.19
WRBY,130.18
JOBY,130.04
YJ,129.99
VIRC,129.96
FARM,129.93
UA,129.87
VMEO,129.65
CJMB,129.59
LCID,129.53
SNCY,129.51
MED,129.50
WLK,129.43
PLG,129.29
NXE,129.16
LU,129.00
ZDPY,128.78
FLXS,128.72
DNN,128.70
STKS,128.69
NX,128.56
OLED,128.54
PLTK,128.46
AESI,128.40
PMVP,128.40
NXXT,128.31
AVPT,128.30
GTIM,128.30
GAMB,128.23
IBKR,128.11
IOT,128.08
Z,128.04
ILMN,128.03
HUYA,128.01
CHWY,127.90
PPIH,127.85
PERF,127.81
VNRX,127.79
HSHP,127.74
MNOV,127.68
RAND,127.62
ATRC,127.61
MIRM,127.61
DAN,127.57
HUN,127.54
INTT,127.48
YASKY,127.40
NEXT,127.38
GPMT,127.33
MGTX,127.27
HSON,127.22
PGNY,127.18
ICAGY,127.18
SRG,127.16
GTN,127.15
MUR,127.14
SBLK,127.11
AOUT,127.00
CIEN,126.99
KIND,126.88
CERS,126.79
ASH,126.72
HZO,126.71
GENI,126.64
MOD,126.64
NEWP,126.54
HBI,126.37
PSFE,126.29
NGL,126.14
CRSP,125.97
ELVN,125.79
CEG,125.64
LSCC,125.52
RNXT,125.32
MTUS,125.23
ODD,125.22
ATRO,125.12
ATGE,125.02
ARLO,125.00
ATAT,124.97
SJT,124.92
KARO,124.81
ANET,124.77
QUAD,124.75
AAL,124.71
LSTA,124.60
TWST,124.56
CMCM,124.50
ZG,124.47
PAYO,124.45
PTGX,124.44
ACLX,124.34
CIXXF,124.29
ERJ,124.29
XYZ,124.22
SHEN,124.05
DINO,124.01
AGYS,123.89
URBN,123.86
LTH,123.72
NG,123.67
TRUP,123.55
HPK,123.53
YALA,123.45
UUU,123.42
ARKO,123.36
YRD,123.30
HWM,123.25
SLNG,123.18
LIANY,123.18
EP,123.14
IRS,123.11
TLX,123.07
MLYS,123.06
EXPI,123.04
IRON,123.00
LOB,122.97
NOG,122.89
CVAC,122.78
CENX,122.72
VTVT,122.69
MVO,122.68
LEGN,122.64
MNMD,122.60
SIRI,122.58
OPRA,122.55
GAIA,122.53
STKL,122.50
TNK,122.49
ILPT,122.45
U,122.32
CNK,122.30
IMXI,122.24
CARS,122.18
ABCL,122.15
TBCH,122.10
MANH,122.00
GDOT,121.90
AA,121.88
DXCM,121.85
ASGN,121.81
FUNC,121.70
KGC,121.67
VTGN,121.58
WS,121.55
PHVS,121.53
MNSO,121.50
DOCU,121.48
NYAX,121.47
INBK,121.44
TLSI,121.43
SOHU,121.31
MBBC,121.20
SSDOY,121.15
KPRX,121.12
DOMO,120.97
JHX,120.94
ACMR,120.91
MAMO,120.85
PRCT,120.68
TFII,120.67
KELYA,120.46
FOUR,120.44
STRL,120.40
SVV,120.37
PRA,120.26
COYA,120.22
PTEN,120.12
LEG,120.09
BZH,120.09
LKNCY,120.08
OFLX,120.06
AACG,120.00
AWRE,120.00
BLDE,119.99
GO,119.79
SWTX,119.78
QD,119.74
SATS,119.61
HOUS,119.56
NDEKY,119.53
BHR,119.44
SLNO,119.31
MGRM,119.19
GOOS,119.17
AMBA,119.12
TBN,119.05
DG,119.03
GLACF,119.00
CEAD,118.93
IMOS,118.78
DIN,118.73
MPWR,118.67
KTOS,118.65
SOGP,118.64
TAYD,118.64
SA,118.62
PXS,118.58
IONS,118.54
EVRI,118.47
ESTA,118.46
PDS,118.43
TGLS,118.27
SOPH,118.22
UROY,118.18
FBIO,118.11
EVR,118.03
NRDS,117.88
FORA,117.84
IGC,117.82
TRNS,117.79
SLP,117.77
FOLD,117.73
IAS,117.57
ASYS,117.50
TV,117.42
CFSB,117.35
ENLV,117.26
DLO,117.20
ROKU,117.17
LFCR,117.16
OOMA,117.11
AXSM,117.02
CRESY,116.92
GLNCY,116.82
CFFI,116.73
DASH,116.72
CMRE,116.61
GTLS,116.56
IH,116.33
BIIB,116.30
INFU,116.27
THRY,116.27
FENC,116.16
VBNK,115.98
RVP,115.97
TEX,115.95
TAC,115.93
TPCS,115.61
ZYME,115.59
MIR,115.59
ODYS,115.57
WEAV,115.53
AMTM,115.49
CTRN,115.46
IMMR,115.46
UPWK,115.44
MYPS,115.35
CHGCY,115.29
ARKR,115.27
PAMT,115.26
HDL,115.21
IMMX,115.08
DCOM,114.98
IMPP,114.93
WILC,114.91
RMCO,114.86
KALU,114.74
PBPB,114.65
MBC,114.64
SPT,114.63
CZR,114.63
EDU,114.61
NSYS,114.48
TG,114.42
BRLT,114.40
SCL,114.27
AVNS,114.19
GFR,114.17
PLUR,114.11
ASTC,114.11
MEOH,114.02
CNTMF,113.96
PRG,113.96
RVMD,113.92
SONO,113.91
